reg;jour;P_f;P_h;P;T_f;T_h;T;cl_age90
08;2020-09-07;1;1;2;4;2;6;29
08;2020-09-07;2;0;2;4;2;6;39
08;2020-09-07;1;0;1;6;5;11;49
08;2020-09-07;1;0;1;2;2;4;59
08;2020-09-07;0;0;0;1;2;3;69
08;2020-09-07;1;0;1;2;1;3;79
08;2020-09-07;0;1;1;1;1;2;89
08;2020-09-07;0;0;0;0;0;0;90
08;2020-09-07;6;2;8;22;18;41;0
11;2020-09-07;70;56;131;1261;1301;2658;09
11;2020-09-07;181;159;357;1464;1463;3024;19
11;2020-09-07;532;460;998;4767;3769;8583;29
11;2020-09-07;312;316;632;4092;3425;7542;39
11;2020-09-07;249;196;448;3141;2502;5666;49
11;2020-09-07;202;167;373;2818;2188;5037;59
11;2020-09-07;105;98;209;1881;1636;3548;69
11;2020-09-07;47;60;107;983;905;1900;79
11;2020-09-07;19;13;32;619;364;986;89
11;2020-09-07;13;4;17;308;91;400;90
11;2020-09-07;1730;1530;3306;21344;17660;39372;0
24;2020-09-07;10;4;15;254;243;519;09
24;2020-09-07;17;19;37;316;291;618;19
24;2020-09-07;25;44;69;544;451;997;29
24;2020-09-07;23;22;45;582;475;1058;39
24;2020-09-07;20;14;34;543;369;913;49
24;2020-09-07;16;16;32;487;359;847;59
24;2020-09-07;11;12;23;327;298;625;69
24;2020-09-07;1;4;5;196;210;406;79
24;2020-09-07;5;1;6;176;106;282;89
24;2020-09-07;4;0;4;120;32;152;90
24;2020-09-07;132;136;270;3548;2834;6420;0
27;2020-09-07;9;6;15;380;420;806;09
27;2020-09-07;21;21;42;338;357;702;19
27;2020-09-07;25;44;69;619;430;1049;29
27;2020-09-07;24;18;42;601;429;1031;39
27;2020-09-07;21;15;36;473;363;836;49
27;2020-09-07;16;10;26;475;382;857;59
27;2020-09-07;7;5;12;384;337;721;69
27;2020-09-07;14;3;17;279;277;556;79
27;2020-09-07;9;2;11;212;125;337;89
27;2020-09-07;6;2;8;96;35;131;90
27;2020-09-07;152;126;278;3858;3155;7027;0
28;2020-09-07;15;7;23;368;389;771;09
28;2020-09-07;17;29;46;357;353;725;19
28;2020-09-07;49;53;102;605;485;1091;29
28;2020-09-07;35;20;55;632;532;1166;39
28;2020-09-07;37;18;55;519;415;935;49
28;2020-09-07;23;16;39;464;347;814;59
28;2020-09-07;10;9;19;349;352;702;69
28;2020-09-07;10;8;18;246;224;471;79
28;2020-09-07;4;2;6;175;130;305;89
28;2020-09-07;2;0;2;82;29;111;90
28;2020-09-07;202;162;365;3798;3256;7092;0
32;2020-09-07;32;23;59;1019;1091;2127;09
32;2020-09-07;145;135;286;1333;1391;2743;19
32;2020-09-07;199;213;414;1919;1548;3490;29
32;2020-09-07;90;82;173;1754;1333;3100;39
32;2020-09-07;83;97;181;1601;1262;2883;49
32;2020-09-07;56;47;103;1250;1002;2266;59
32;2020-09-07;29;36;66;815;715;1540;69
32;2020-09-07;24;18;42;538;470;1015;79
32;2020-09-07;14;9;23;334;186;520;89
32;2020-09-07;9;3;12;112;34;146;90
32;2020-09-07;682;663;1360;10676;9032;19831;0
44;2020-09-07;7;15;22;925;1190;2141;09
44;2020-09-07;26;17;43;869;801;1680;19
44;2020-09-07;46;44;91;1501;1091;2594;29
44;2020-09-07;37;24;61;1557;1120;2678;39
44;2020-09-07;25;15;40;1095;879;1974;49
44;2020-09-07;25;21;46;1089;933;2025;59
44;2020-09-07;12;11;23;807;763;1570;69
44;2020-09-07;8;16;24;513;609;1122;79
44;2020-09-07;3;5;8;383;265;650;89
44;2020-09-07;2;1;3;170;60;230;90
44;2020-09-07;191;170;362;8909;7712;16665;0
52;2020-09-07;15;11;26;408;486;939;09
52;2020-09-07;47;50;98;580;589;1197;19
52;2020-09-07;48;55;103;931;808;1739;29
52;2020-09-07;24;22;46;838;657;1495;39
52;2020-09-07;25;24;49;717;543;1265;49
52;2020-09-07;19;21;40;566;432;998;59
52;2020-09-07;10;18;28;416;396;813;69
52;2020-09-07;6;1;7;317;314;632;79
52;2020-09-07;6;1;7;209;171;380;89
52;2020-09-07;0;0;0;114;32;146;90
52;2020-09-07;200;203;404;5096;4428;9607;0
53;2020-09-07;6;11;17;452;529;1046;09
53;2020-09-07;37;23;60;439;485;959;19
53;2020-09-07;47;45;92;801;653;1462;29
53;2020-09-07;22;18;40;690;503;1193;39
53;2020-09-07;19;10;29;528;471;999;49
53;2020-09-07;11;17;28;494;372;866;59
53;2020-09-07;12;5;17;337;321;658;69
53;2020-09-07;3;2;5;255;234;489;79
53;2020-09-07;5;1;6;158;95;253;89
53;2020-09-07;2;0;2;61;22;83;90
53;2020-09-07;164;132;296;4216;3685;8009;0
75;2020-09-07;22;11;35;691;687;1410;09
75;2020-09-07;50;56;107;897;948;1870;19
75;2020-09-07;119;142;261;1549;1433;2987;29
75;2020-09-07;68;72;140;1476;1194;2671;39
75;2020-09-07;54;46;100;1345;1013;2360;49
75;2020-09-07;72;42;114;1177;957;2134;59
75;2020-09-07;23;34;57;732;734;1467;69
75;2020-09-07;13;13;26;499;511;1010;79
75;2020-09-07;18;8;27;329;208;538;89
75;2020-09-07;23;6;29;200;63;263;90
75;2020-09-07;462;430;896;8897;7752;16718;0
76;2020-09-07;18;21;40;639;715;1439;09
76;2020-09-07;63;75;138;840;931;1811;19
76;2020-09-07;126;145;271;1727;1432;3166;29
76;2020-09-07;79;78;157;1679;1244;2926;39
76;2020-09-07;77;45;123;1420;1113;2535;49
76;2020-09-07;84;50;134;1348;999;2348;59
76;2020-09-07;30;38;68;889;836;1725;69
76;2020-09-07;23;20;43;674;652;1327;79
76;2020-09-07;25;11;36;478;295;774;89
76;2020-09-07;23;6;29;283;86;369;90
76;2020-09-07;549;489;1040;9982;8308;18430;0
84;2020-09-07;34;30;65;1020;1031;2073;09
84;2020-09-07;83;87;172;980;1166;2160;19
84;2020-09-07;164;208;372;2004;1696;3702;29
84;2020-09-07;126;100;226;1934;1481;3417;39
84;2020-09-07;78;77;155;1490;1274;2765;49
84;2020-09-07;97;77;174;1432;1172;2605;59
84;2020-09-07;45;48;93;922;881;1803;69
84;2020-09-07;27;21;48;768;671;1441;79
84;2020-09-07;16;19;35;496;293;790;89
84;2020-09-07;12;10;22;303;90;395;90
84;2020-09-07;682;677;1363;11353;9759;21160;0
93;2020-09-07;43;44;87;662;786;1465;09
93;2020-09-07;85;85;170;913;956;1875;19
93;2020-09-07;198;153;352;1699;1337;3038;29
93;2020-09-07;150;108;258;1933;1434;3369;39
93;2020-09-07;121;115;236;1685;1182;2869;49
93;2020-09-07;129;93;222;1644;1226;2872;59
93;2020-09-07;90;69;160;1122;1176;2301;69
93;2020-09-07;53;40;93;880;744;1624;79
93;2020-09-07;28;23;51;561;364;925;89
93;2020-09-07;16;6;22;374;106;481;90
93;2020-09-07;913;736;1651;11479;9317;20831;0
94;2020-09-07;0;3;3;33;48;82;09
94;2020-09-07;0;5;5;56;49;106;19
94;2020-09-07;14;12;26;156;123;279;29
94;2020-09-07;8;6;14;184;107;291;39
94;2020-09-07;6;8;14;139;127;266;49
94;2020-09-07;4;8;12;130;117;247;59
94;2020-09-07;5;4;9;121;97;218;69
94;2020-09-07;0;6;6;71;60;131;79
94;2020-09-07;1;1;2;24;32;56;89
94;2020-09-07;0;0;0;5;2;7;90
94;2020-09-07;38;53;91;919;762;1683;0
01;2020-09-08;2;6;8;6;16;22;09
01;2020-09-08;10;6;16;32;34;66;19
01;2020-09-08;17;18;35;62;62;124;29
01;2020-09-08;23;17;40;95;52;147;39
01;2020-09-08;23;13;36;98;70;168;49
01;2020-09-08;23;23;46;94;87;181;59
01;2020-09-08;12;21;33;50;70;120;69
01;2020-09-08;4;3;7;16;12;28;79
01;2020-09-08;3;0;3;5;2;7;89
01;2020-09-08;0;0;0;0;0;0;90
01;2020-09-08;117;107;224;458;405;863;0
02;2020-09-08;1;0;1;20;12;35;09
02;2020-09-08;1;2;3;29;32;61;19
02;2020-09-08;4;0;4;50;31;81;29
02;2020-09-08;2;2;4;54;48;103;39
02;2020-09-08;1;0;1;58;38;96;49
02;2020-09-08;3;2;6;73;39;113;59
02;2020-09-08;5;0;5;48;36;85;69
02;2020-09-08;0;1;1;22;14;36;79
02;2020-09-08;1;0;1;4;4;8;89
02;2020-09-08;0;0;0;0;0;0;90
02;2020-09-08;18;7;26;359;254;619;0
03;2020-09-08;0;1;1;13;20;34;09
03;2020-09-08;1;2;3;44;38;82;19
03;2020-09-08;6;3;9;68;53;125;29
03;2020-09-08;1;3;4;60;45;106;39
03;2020-09-08;3;5;8;51;44;97;49
03;2020-09-08;1;2;3;40;36;76;59
03;2020-09-08;1;2;3;21;25;46;69
03;2020-09-08;1;0;1;4;7;11;79
03;2020-09-08;0;0;0;5;2;7;89
03;2020-09-08;0;0;0;1;0;1;90
03;2020-09-08;14;18;32;307;270;585;0
04;2020-09-08;4;6;10;122;115;238;09
04;2020-09-08;13;9;22;225;237;462;19
04;2020-09-08;6;7;13;198;170;369;29
04;2020-09-08;6;4;10;268;184;452;39
04;2020-09-08;10;6;16;192;170;363;49
04;2020-09-08;16;10;26;195;157;352;59
04;2020-09-08;3;2;5;111;118;230;69
04;2020-09-08;0;1;1;42;64;107;79
04;2020-09-08;1;0;1;25;18;43;89
04;2020-09-08;0;0;0;8;3;11;90
04;2020-09-08;59;45;104;1386;1236;2627;0
05;2020-09-08;0;0;0;0;0;0;09
05;2020-09-08;0;0;0;1;0;1;19
05;2020-09-08;0;0;0;0;0;0;29
05;2020-09-08;0;0;0;0;0;0;39
05;2020-09-08;0;0;0;0;1;1;49
05;2020-09-08;0;0;0;0;0;0;59
05;2020-09-08;0;0;0;0;0;0;69
05;2020-09-08;0;0;0;0;0;0;79
05;2020-09-08;0;0;0;0;0;0;89
05;2020-09-08;0;0;0;0;0;0;90
05;2020-09-08;0;0;0;1;1;2;0
06;2020-09-08;0;0;0;4;3;7;09
06;2020-09-08;1;3;4;29;43;72;19
06;2020-09-08;1;1;2;53;54;107;29
06;2020-09-08;2;2;4;39;44;83;39
06;2020-09-08;1;2;3;19;23;42;49
06;2020-09-08;2;0;2;12;11;23;59
06;2020-09-08;0;0;0;3;5;8;69
06;2020-09-08;0;0;0;1;3;4;79
06;2020-09-08;0;0;0;0;1;1;89
06;2020-09-08;0;0;0;0;0;0;90
06;2020-09-08;7;8;15;160;187;347;0
07;2020-09-08;0;0;0;0;0;0;09
07;2020-09-08;0;0;0;0;0;0;19
07;2020-09-08;0;0;0;2;1;3;29
07;2020-09-08;0;0;0;3;1;4;39
07;2020-09-08;0;1;1;2;2;4;49
07;2020-09-08;0;0;0;1;3;4;59
07;2020-09-08;0;0;0;0;0;0;69
07;2020-09-08;0;0;0;0;0;0;79
07;2020-09-08;0;0;0;0;1;1;89
07;2020-09-08;0;0;0;0;0;0;90
07;2020-09-08;0;1;1;8;8;16;0
08;2020-09-08;0;0;0;0;0;1;09
08;2020-09-08;0;0;0;2;0;2;19
08;2020-09-08;0;0;0;1;2;3;29
08;2020-09-08;1;0;1;7;4;11;39
08;2020-09-08;2;0;2;2;7;9;49
08;2020-09-08;2;2;4;10;8;18;59
08;2020-09-08;0;0;0;1;4;5;69
08;2020-09-08;0;0;0;0;0;0;79
08;2020-09-08;0;0;0;0;0;0;89
08;2020-09-08;0;0;0;0;0;0;90
08;2020-09-08;5;2;7;23;25;49;0
11;2020-09-08;68;54;130;1545;1666;3329;09
11;2020-09-08;174;138;324;1665;1531;3266;19
11;2020-09-08;531;447;981;4892;3843;8763;29
11;2020-09-08;318;298;619;4348;3574;7953;39
11;2020-09-08;250;184;434;3328;2525;5889;49
11;2020-09-08;195;147;343;2546;2109;4673;59
11;2020-09-08;94;85;181;1637;1470;3129;69
11;2020-09-08;25;43;68;819;755;1583;79
11;2020-09-08;22;17;39;493;311;806;89
11;2020-09-08;14;6;20;317;87;405;90
11;2020-09-08;1691;1420;3140;21593;17891;39821;0
24;2020-09-08;1;11;12;293;291;605;09
24;2020-09-08;26;20;46;364;386;763;19
24;2020-09-08;26;44;70;625;508;1134;29
24;2020-09-08;19;13;32;677;528;1205;39
24;2020-09-08;21;21;42;507;408;916;49
24;2020-09-08;20;17;37;478;387;865;59
24;2020-09-08;9;10;19;339;261;601;69
24;2020-09-08;8;1;9;195;180;375;79
24;2020-09-08;3;2;5;135;110;245;89
24;2020-09-08;1;1;2;82;25;107;90
24;2020-09-08;134;140;274;3696;3085;6819;0
27;2020-09-08;5;14;20;522;541;1070;09
27;2020-09-08;19;20;39;419;462;884;19
27;2020-09-08;27;35;62;666;499;1165;29
27;2020-09-08;24;23;47;666;495;1161;39
27;2020-09-08;16;18;34;513;348;861;49
27;2020-09-08;15;14;29;522;324;846;59
27;2020-09-08;11;9;20;342;306;648;69
27;2020-09-08;3;5;8;235;249;484;79
27;2020-09-08;9;0;9;186;131;317;89
27;2020-09-08;3;1;4;91;36;127;90
27;2020-09-08;133;139;273;4163;3397;7570;0
28;2020-09-08;5;8;14;460;519;1008;09
28;2020-09-08;25;30;56;565;560;1150;19
28;2020-09-08;50;45;95;826;584;1412;29
28;2020-09-08;29;26;55;795;533;1329;39
28;2020-09-08;27;22;49;588;439;1027;49
28;2020-09-08;17;25;42;493;366;859;59
28;2020-09-08;11;21;32;372;389;763;69
28;2020-09-08;3;8;11;239;218;457;79
28;2020-09-08;1;5;6;189;118;307;89
28;2020-09-08;4;1;5;115;46;161;90
28;2020-09-08;172;191;365;4642;3773;8474;0
32;2020-09-08;29;33;63;1563;1620;3198;09
32;2020-09-08;112;104;220;1690;1781;3487;19
32;2020-09-08;193;203;397;2094;1627;3743;29
32;2020-09-08;75;73;151;2094;1518;3637;39
32;2020-09-08;68;68;138;1655;1231;2896;49
32;2020-09-08;63;56;119;1217;887;2112;59
32;2020-09-08;35;23;58;761;644;1411;69
32;2020-09-08;20;11;31;470;414;887;79
32;2020-09-08;7;7;14;285;183;468;89
32;2020-09-08;3;1;4;163;37;201;90
32;2020-09-08;605;579;1195;11993;9942;22041;0
44;2020-09-08;14;11;26;1055;1244;2329;09
44;2020-09-08;35;27;62;963;989;1959;19
44;2020-09-08;53;52;105;1360;1131;2492;29
44;2020-09-08;30;29;59;1468;1099;2568;39
44;2020-09-08;22;23;45;1068;798;1868;49
44;2020-09-08;26;18;44;941;701;1642;59
44;2020-09-08;10;8;18;751;647;1402;69
44;2020-09-08;10;11;21;498;475;976;79
44;2020-09-08;3;4;7;435;247;687;89
44;2020-09-08;2;0;2;227;52;281;90
44;2020-09-08;205;183;389;8766;7383;16205;0
52;2020-09-08;21;9;33;507;515;1081;09
52;2020-09-08;27;22;51;647;623;1303;19
52;2020-09-08;43;54;97;832;715;1549;29
52;2020-09-08;27;25;52;971;632;1605;39
52;2020-09-08;28;14;42;713;561;1275;49
52;2020-09-08;22;12;34;536;436;973;59
52;2020-09-08;5;8;13;385;373;758;69
52;2020-09-08;6;8;14;298;309;607;79
52;2020-09-08;5;5;10;252;174;426;89
52;2020-09-08;1;2;3;161;49;210;90
52;2020-09-08;185;159;349;5302;4387;9787;0
53;2020-09-08;4;6;10;601;688;1376;09
53;2020-09-08;19;16;35;517;543;1096;19
53;2020-09-08;50;53;103;811;601;1415;29
53;2020-09-08;18;23;41;718;574;1293;39
53;2020-09-08;12;14;26;529;460;989;49
53;2020-09-08;9;13;22;377;295;672;59
53;2020-09-08;8;9;17;299;268;567;69
53;2020-09-08;3;3;6;201;164;365;79
53;2020-09-08;1;5;6;112;91;203;89
53;2020-09-08;0;0;0;58;11;69;90
53;2020-09-08;124;142;266;4223;3696;8046;0
75;2020-09-08;24;21;45;787;905;1753;09
75;2020-09-08;50;55;105;883;934;1838;19
75;2020-09-08;122;116;238;1547;1262;2811;29
75;2020-09-08;51;54;106;1415;1116;2532;39
75;2020-09-08;54;56;110;1163;977;2141;49
75;2020-09-08;74;37;111;1032;725;1757;59
75;2020-09-08;26;22;48;628;514;1143;69
75;2020-09-08;10;15;25;391;378;769;79
75;2020-09-08;11;7;18;270;186;456;89
75;2020-09-08;11;1;12;143;59;202;90
75;2020-09-08;433;384;818;8260;7057;15404;0
76;2020-09-08;17;27;45;826;895;1792;09
76;2020-09-08;81;89;172;963;1020;2020;19
76;2020-09-08;132;143;275;1742;1343;3087;29
76;2020-09-08;85;75;160;1723;1246;2971;39
76;2020-09-08;53;58;111;1348;1024;2374;49
76;2020-09-08;60;52;113;1201;918;2120;59
76;2020-09-08;35;32;67;813;706;1520;69
76;2020-09-08;20;16;36;539;482;1021;79
76;2020-09-08;21;11;32;333;214;547;89
76;2020-09-08;12;4;16;166;63;229;90
76;2020-09-08;517;507;1028;9661;7915;17692;0
84;2020-09-08;52;29;82;1255;1418;2695;09
84;2020-09-08;105;107;215;1219;1389;2619;19
84;2020-09-08;212;267;479;2217;1846;4069;29
84;2020-09-08;112;100;212;2132;1557;3692;39
84;2020-09-08;103;85;188;1623;1247;2871;49
84;2020-09-08;86;100;186;1348;1074;2422;59
84;2020-09-08;36;47;83;858;713;1572;69
84;2020-09-08;25;15;40;600;531;1132;79
84;2020-09-08;23;15;38;393;282;676;89
84;2020-09-08;21;4;25;273;78;351;90
84;2020-09-08;775;769;1548;11923;10138;22107;0
93;2020-09-08;33;29;64;741;819;1578;09
93;2020-09-08;69;97;166;855;1011;1872;19
93;2020-09-08;159;144;303;1635;1276;2917;29
93;2020-09-08;134;99;233;1807;1272;3083;39
93;2020-09-08;120;88;208;1477;1109;2589;49
93;2020-09-08;101;82;183;1481;1038;2520;59
93;2020-09-08;73;56;129;941;778;1720;69
93;2020-09-08;32;29;61;658;577;1236;79
93;2020-09-08;19;16;35;452;299;751;89
93;2020-09-08;15;2;17;223;53;277;90
93;2020-09-08;755;642;1399;10279;8235;18555;0
94;2020-09-08;2;1;3;42;37;82;09
94;2020-09-08;6;0;6;52;57;109;19
94;2020-09-08;9;5;14;137;112;249;29
94;2020-09-08;5;3;8;133;111;244;39
94;2020-09-08;3;2;5;137;94;231;49
94;2020-09-08;1;3;4;130;105;235;59
94;2020-09-08;2;4;6;97;89;186;69
94;2020-09-08;0;0;0;65;58;123;79
94;2020-09-08;0;1;1;28;26;54;89
94;2020-09-08;0;0;0;18;2;20;90
94;2020-09-08;28;19;47;839;693;1535;0
01;2020-09-09;2;3;5;13;8;21;09
01;2020-09-09;9;3;12;47;38;86;19
01;2020-09-09;11;13;24;67;44;111;29
01;2020-09-09;9;16;25;74;76;150;39
01;2020-09-09;22;13;35;106;70;176;49
01;2020-09-09;16;17;33;110;83;193;59
01;2020-09-09;11;19;30;68;62;130;69
01;2020-09-09;6;7;13;24;24;48;79
01;2020-09-09;0;2;2;8;5;13;89
01;2020-09-09;1;0;1;3;0;3;90
01;2020-09-09;87;93;180;520;410;931;0
02;2020-09-09;0;1;1;32;23;57;09
02;2020-09-09;2;1;3;37;34;72;19
02;2020-09-09;3;2;5;43;37;80;29
02;2020-09-09;3;3;6;60;44;104;39
02;2020-09-09;4;3;7;65;33;98;49
02;2020-09-09;4;3;7;79;58;137;59
02;2020-09-09;1;1;2;46;35;81;69
02;2020-09-09;2;0;2;14;10;24;79
02;2020-09-09;0;0;0;1;1;2;89
02;2020-09-09;0;0;0;0;0;0;90
02;2020-09-09;19;14;33;377;275;655;0
03;2020-09-09;2;1;4;16;23;41;09
03;2020-09-09;2;6;10;52;42;99;19
03;2020-09-09;2;3;5;70;52;123;29
03;2020-09-09;5;5;10;76;50;127;39
03;2020-09-09;2;2;4;51;40;93;49
03;2020-09-09;3;1;4;39;35;74;59
03;2020-09-09;2;0;2;29;20;49;69
03;2020-09-09;0;0;0;14;4;18;79
03;2020-09-09;0;0;0;5;2;7;89
03;2020-09-09;0;0;0;1;0;1;90
03;2020-09-09;18;18;39;353;268;632;0
04;2020-09-09;2;3;5;127;116;243;09
04;2020-09-09;9;16;25;223;241;465;19
04;2020-09-09;12;8;20;218;139;359;29
04;2020-09-09;5;5;10;221;148;369;39
04;2020-09-09;16;8;24;183;147;332;49
04;2020-09-09;8;9;17;164;152;317;59
04;2020-09-09;7;10;17;103;109;212;69
04;2020-09-09;1;2;3;39;39;79;79
04;2020-09-09;0;0;0;17;12;29;89
04;2020-09-09;0;0;0;6;4;10;90
04;2020-09-09;60;61;121;1301;1107;2415;0
05;2020-09-09;0;0;0;0;0;0;09
05;2020-09-09;0;0;0;0;1;1;19
05;2020-09-09;0;0;0;0;0;0;29
05;2020-09-09;0;0;0;1;0;1;39
05;2020-09-09;0;0;0;1;2;3;49
05;2020-09-09;0;0;0;0;1;1;59
05;2020-09-09;0;0;0;1;1;2;69
05;2020-09-09;0;0;0;0;0;0;79
05;2020-09-09;0;0;0;0;0;0;89
05;2020-09-09;0;0;0;0;0;0;90
05;2020-09-09;0;0;0;3;5;8;0
06;2020-09-09;0;0;0;3;2;6;09
06;2020-09-09;1;1;2;23;13;36;19
06;2020-09-09;4;4;8;31;43;74;29
06;2020-09-09;2;0;2;26;19;45;39
06;2020-09-09;1;1;2;13;16;29;49
06;2020-09-09;0;2;2;11;12;23;59
06;2020-09-09;0;0;0;4;11;15;69
06;2020-09-09;0;0;0;0;1;1;79
06;2020-09-09;0;0;0;0;1;1;89
06;2020-09-09;0;0;0;0;0;0;90
06;2020-09-09;8;8;16;111;118;230;0
07;2020-09-09;0;0;0;0;0;0;09
07;2020-09-09;0;0;0;4;0;4;19
07;2020-09-09;0;0;0;2;0;2;29
07;2020-09-09;0;0;0;3;2;5;39
07;2020-09-09;0;0;0;4;6;10;49
07;2020-09-09;0;0;0;2;2;4;59
07;2020-09-09;0;0;0;1;1;2;69
07;2020-09-09;0;0;0;0;1;1;79
07;2020-09-09;0;0;0;0;0;0;89
07;2020-09-09;0;0;0;0;0;0;90
07;2020-09-09;0;0;0;16;12;28;0
08;2020-09-09;0;0;0;0;0;0;09
08;2020-09-09;0;0;0;1;0;1;19
08;2020-09-09;1;0;1;1;5;6;29
08;2020-09-09;2;2;4;6;2;8;39
08;2020-09-09;2;0;2;5;3;8;49
08;2020-09-09;0;1;1;4;4;8;59
08;2020-09-09;0;1;1;0;1;1;69
08;2020-09-09;0;1;1;0;1;1;79
08;2020-09-09;1;0;1;2;0;2;89
08;2020-09-09;0;0;0;0;0;0;90
08;2020-09-09;6;5;11;19;16;35;0
11;2020-09-09;56;59;121;1479;1536;3110;09
11;2020-09-09;162;156;329;1887;1704;3678;19
11;2020-09-09;475;462;946;4664;3543;8255;29
11;2020-09-09;289;286;579;4075;3321;7425;39
11;2020-09-09;188;208;399;2956;2549;5521;49
11;2020-09-09;176;142;318;2519;1952;4487;59
11;2020-09-09;82;83;166;1518;1393;2932;69
11;2020-09-09;33;32;67;762;698;1475;79
11;2020-09-09;16;20;36;442;327;772;89
11;2020-09-09;10;7;17;228;104;332;90
11;2020-09-09;1487;1456;2983;20542;17147;38027;0
24;2020-09-09;7;4;12;319;289;635;09
24;2020-09-09;12;18;31;434;420;873;19
24;2020-09-09;25;20;45;567;422;989;29
24;2020-09-09;15;25;40;585;506;1091;39
24;2020-09-09;22;10;32;484;431;915;49
24;2020-09-09;10;8;18;438;277;715;59
24;2020-09-09;7;5;12;275;247;522;69
24;2020-09-09;4;4;8;215;174;389;79
24;2020-09-09;3;3;6;140;89;229;89
24;2020-09-09;0;0;0;113;32;145;90
24;2020-09-09;105;97;204;3570;2889;6505;0
27;2020-09-09;5;6;11;447;547;1011;09
27;2020-09-09;13;14;28;562;560;1140;19
27;2020-09-09;20;24;44;641;511;1152;29
27;2020-09-09;16;20;36;696;512;1208;39
27;2020-09-09;16;15;31;533;431;964;49
27;2020-09-09;13;16;29;493;371;864;59
27;2020-09-09;4;8;12;311;275;586;69
27;2020-09-09;5;3;8;228;229;457;79
27;2020-09-09;2;0;2;156;108;264;89
27;2020-09-09;2;0;2;76;27;103;90
27;2020-09-09;96;106;203;4144;3571;7750;0
28;2020-09-09;10;13;23;440;460;920;09
28;2020-09-09;28;33;61;695;632;1351;19
28;2020-09-09;59;42;101;885;624;1516;29
28;2020-09-09;27;25;52;811;628;1440;39
28;2020-09-09;30;20;51;597;459;1059;49
28;2020-09-09;27;14;41;477;357;837;59
28;2020-09-09;17;13;31;348;305;654;69
28;2020-09-09;3;4;7;187;176;363;79
28;2020-09-09;4;3;7;141;68;209;89
28;2020-09-09;2;0;2;65;20;85;90
28;2020-09-09;207;167;376;4646;3729;8434;0
32;2020-09-09;20;15;35;1160;1303;2494;09
32;2020-09-09;110;100;212;1992;1862;3876;19
32;2020-09-09;182;175;358;2238;1754;4009;29
32;2020-09-09;69;70;140;1998;1581;3585;39
32;2020-09-09;86;78;167;1659;1225;2893;49
32;2020-09-09;84;55;140;1195;1020;2221;59
32;2020-09-09;34;32;67;712;625;1340;69
32;2020-09-09;22;19;41;460;432;895;79
32;2020-09-09;4;3;7;234;183;418;89
32;2020-09-09;3;2;5;96;29;125;90
32;2020-09-09;615;549;1173;11746;10015;21860;0
44;2020-09-09;7;10;17;974;1010;2017;09
44;2020-09-09;35;34;69;1274;1136;2438;19
44;2020-09-09;68;66;134;1704;1301;3009;29
44;2020-09-09;32;21;53;1560;1229;2796;39
44;2020-09-09;22;20;42;1061;854;1918;49
44;2020-09-09;21;18;40;1001;706;1712;59
44;2020-09-09;13;12;25;708;631;1342;69
44;2020-09-09;8;4;12;440;430;871;79
44;2020-09-09;4;2;6;333;207;545;89
44;2020-09-09;2;0;2;212;44;256;90
44;2020-09-09;213;187;401;9268;7551;16908;0
52;2020-09-09;17;7;25;500;524;1062;09
52;2020-09-09;34;38;74;887;806;1735;19
52;2020-09-09;50;63;113;1013;863;1879;29
52;2020-09-09;29;26;55;1013;828;1843;39
52;2020-09-09;25;15;40;805;574;1380;49
52;2020-09-09;20;11;31;585;482;1069;59
52;2020-09-09;8;14;22;390;357;747;69
52;2020-09-09;4;7;11;274;246;520;79
52;2020-09-09;4;3;7;231;131;363;89
52;2020-09-09;1;1;2;140;43;183;90
52;2020-09-09;192;185;380;5838;4854;10781;0
53;2020-09-09;5;8;14;503;526;1067;09
53;2020-09-09;35;38;74;565;625;1227;19
53;2020-09-09;46;52;99;785;597;1388;29
53;2020-09-09;14;21;35;755;569;1326;39
53;2020-09-09;10;27;37;510;444;955;49
53;2020-09-09;15;16;31;447;339;786;59
53;2020-09-09;7;6;13;291;241;532;69
53;2020-09-09;7;3;10;184;165;349;79
53;2020-09-09;1;6;7;107;102;209;89
53;2020-09-09;4;0;4;42;18;61;90
53;2020-09-09;144;177;324;4190;3626;7901;0
75;2020-09-09;12;16;28;749;820;1611;09
75;2020-09-09;50;64;115;988;1103;2114;19
75;2020-09-09;96;131;227;1367;1129;2499;29
75;2020-09-09;56;58;114;1425;1133;2561;39
75;2020-09-09;63;53;116;1150;942;2093;49
75;2020-09-09;33;46;79;972;759;1732;59
75;2020-09-09;19;22;41;601;533;1135;69
75;2020-09-09;20;10;30;316;323;639;79
75;2020-09-09;11;8;19;295;182;478;89
75;2020-09-09;13;7;20;183;59;242;90
75;2020-09-09;373;415;789;8047;6987;15109;0
76;2020-09-09;26;21;47;790;834;1689;09
76;2020-09-09;76;103;180;1101;1161;2321;19
76;2020-09-09;132;142;274;1618;1344;2972;29
76;2020-09-09;78;56;134;1544;1177;2727;39
76;2020-09-09;71;61;132;1290;986;2283;49
76;2020-09-09;57;49;106;1171;793;1971;59
76;2020-09-09;24;29;53;665;584;1250;69
76;2020-09-09;21;26;47;477;455;932;79
76;2020-09-09;18;12;30;393;238;632;89
76;2020-09-09;27;6;33;324;74;398;90
76;2020-09-09;531;505;1037;9384;7654;17194;0
84;2020-09-09;32;40;73;1151;1261;2440;09
84;2020-09-09;87;100;189;1384;1450;2844;19
84;2020-09-09;190;206;400;2047;1760;3825;29
